system:index,occurrence,.geo
273,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.38438740499979,22.610999943166227]}"
274,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.36821772988563,22.610730448580995]}"
275,15,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.38357892124404,22.610730448580995]}"
276,26,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.41268433644953,22.610730448580995]}"
277,26,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.41295383103474,22.610730448580995]}"
278,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.41322332562001,22.610730448580995]}"
279,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.41349282020522,22.610730448580995]}"
280,14,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.41241484186432,22.610460953995755]}"
281,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.41268433644953,22.610460953995755]}"
282,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.36794823530036,22.609921964825283]}"
283,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.46038487803631,22.609921964825283]}"
284,94,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.36767874071515,22.60938297565481]}"
285,75,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.36767874071515,22.609113481069578]}"
286,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.36767874071515,22.608843986484338]}"
287,83,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.36740924612988,22.608574491899105]}"
288,32,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.36740924612988,22.608304997313866]}"
289,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40028758552867,22.608035502728633]}"
290,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40055708011394,22.608035502728633]}"
291,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40082657469915,22.608035502728633]}"
292,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40109606928436,22.608035502728633]}"
293,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.36713975154467,22.6077660081434]}"
294,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40055708011394,22.6077660081434]}"
295,33,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40082657469915,22.6077660081434]}"
296,63,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40109606928436,22.6077660081434]}"
297,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40136556386963,22.6077660081434]}"
298,14,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40082657469915,22.60749651355816]}"
299,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40109606928436,22.60749651355816]}"
300,34,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40136556386963,22.60749651355816]}"
301,51,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.4167267552281,22.60749651355816]}"
302,51,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.41699624981331,22.60749651355816]}"
303,59,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.41726574439852,22.60749651355816]}"
304,15,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.41753523898379,22.60749651355816]}"
305,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.42023018483613,22.60749651355816]}"
306,16,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40109606928436,22.607227018972928]}"
307,33,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40136556386963,22.607227018972928]}"
308,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40163505845484,22.607227018972928]}"
309,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.41726574439852,22.607227018972928]}"
310,26,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.41753523898379,22.607227018972928]}"
311,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.417804733569,22.607227018972928]}"
312,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.41969119566565,22.607227018972928]}"
313,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.41996069025092,22.607227018972928]}"
314,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.42023018483613,22.607227018972928]}"
315,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.4204996794214,22.607227018972928]}"
316,25,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.37118217032324,22.60695752438769]}"
317,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40136556386963,22.60695752438769]}"
318,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.41753523898379,22.60695752438769]}"
319,20,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.417804733569,22.60695752438769]}"
320,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.41969119566565,22.60695752438769]}"
321,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.41996069025092,22.60695752438769]}"
322,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.42023018483613,22.60695752438769]}"
323,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.4204996794214,22.60695752438769]}"
324,22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44205924624023,22.60695752438769]}"
325,14,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.4423287408255,22.60695752438769]}"
326,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.37145166490845,22.606688029802456]}"
327,18,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.37172115949366,22.606688029802456]}"
328,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.4423287408255,22.606688029802456]}"
329,14,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44259823541071,22.606688029802456]}"
330,16,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.37226014866414,22.606418535217216]}"
331,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.37252964324941,22.606149040631983]}"
332,18,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.36552278403323,22.605879546046744]}"
333,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.36525328944802,22.60561005146151]}"
334,32,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.36498379486281,22.60534055687627]}"
335,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40406050972197,22.60534055687627]}"
336,25,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40783343391527,22.60534055687627]}"
337,12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40810292850054,22.60534055687627]}"
338,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.45822892135439,22.60534055687627]}"
339,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.46065437262152,22.60534055687627]}"
340,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.36444480569233,22.60507106229104]}"
341,87,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.36471430027754,22.60507106229104]}"
342,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40756393933006,22.60507106229104]}"
343,77,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40783343391527,22.60507106229104]}"
344,79,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40810292850054,22.60507106229104]}"
345,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40837242308575,22.60507106229104]}"
346,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.45822892135439,22.60507106229104]}"
347,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.46065437262152,22.60507106229104]}"
348,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.36417531110706,22.604801567705806]}"
349,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.36444480569233,22.604801567705806]}"
350,16,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.36471430027754,22.604801567705806]}"
351,19,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40756393933006,22.604801567705806]}"
352,75,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40783343391527,22.604801567705806]}"
353,81,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40810292850054,22.604801567705806]}"
354,27,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40837242308575,22.604801567705806]}"
355,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.45795942676918,22.604801567705806]}"
356,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.45822892135439,22.604801567705806]}"
357,96,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.36390581652185,22.604532073120566]}"
358,12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.36417531110706,22.604532073120566]}"
359,12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.36444480569233,22.604532073120566]}"
360,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40756393933006,22.604532073120566]}"
361,66,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40783343391527,22.604532073120566]}"
362,82,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40810292850054,22.604532073120566]}"
363,27,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40837242308575,22.604532073120566]}"
364,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.36336682735137,22.604262578535334]}"
365,93,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.36363632193658,22.604262578535334]}"
366,35,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.36390581652185,22.604262578535334]}"
367,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.37522458910175,22.604262578535334]}"
368,15,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.37549408368696,22.604262578535334]}"
369,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40783343391527,22.604262578535334]}"
370,81,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40810292850054,22.604262578535334]}"
371,77,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40837242308575,22.604262578535334]}"
372,16,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40864191767102,22.604262578535334]}"
373,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.36309733276616,22.603993083950094]}"
374,94,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.36336682735137,22.603993083950094]}"
375,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.36363632193658,22.603993083950094]}"
376,15,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40783343391527,22.603993083950094]}"
377,78,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40810292850054,22.603993083950094]}"
378,80,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40837242308575,22.603993083950094]}"
379,29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40864191767102,22.603993083950094]}"
380,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44448469750736,22.603993083950094]}"
381,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.36282783818089,22.60372358936486]}"
382,95,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.36309733276616,22.60372358936486]}"
383,30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.36336682735137,22.60372358936486]}"
384,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40783343391527,22.60372358936486]}"
385,75,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40810292850054,22.60372358936486]}"
386,82,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40837242308575,22.60372358936486]}"
387,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40864191767102,22.60372358936486]}"
388,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.41241484186432,22.60372358936486]}"
389,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.41268433644953,22.60372358936486]}"
390,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.41430130396097,22.60372358936486]}"
391,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.41537928230187,22.60372358936486]}"
392,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.41699624981331,22.60372358936486]}"
393,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.41726574439852,22.60372358936486]}"
394,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.36255834359568,22.60345409477962]}"
395,89,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.36282783818089,22.60345409477962]}"
396,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3876213400226,22.60345409477962]}"
397,16,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.38789083460782,22.60345409477962]}"
398,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40783343391527,22.60345409477962]}"
399,68,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40810292850054,22.60345409477962]}"
400,80,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40837242308575,22.60345409477962]}"
401,64,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40864191767102,22.60345409477962]}"
402,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3620193544252,22.60318460019439]}"
403,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.36228884901041,22.60318460019439]}"
404,73,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.36255834359568,22.60318460019439]}"
405,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3876213400226,22.60318460019439]}"
406,71,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.38789083460782,22.60318460019439]}"
407,14,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.38816032919308,22.60318460019439]}"
408,53,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40810292850054,22.60318460019439]}"
409,81,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40837242308575,22.60318460019439]}"
410,68,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40864191767102,22.60318460019439]}"
411,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.36174985983993,22.60291510560915]}"
412,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3620193544252,22.60291510560915]}"
413,73,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.36228884901041,22.60291510560915]}"
414,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3876213400226,22.60291510560915]}"
415,69,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.38789083460782,22.60291510560915]}"
416,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.39247224255686,22.60291510560915]}"
417,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.39274173714207,22.60291510560915]}"
418,16,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40810292850054,22.60291510560915]}"
419,27,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40837242308575,22.60291510560915]}"
420,25,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40864191767102,22.60291510560915]}"
421,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.46658325349668,22.60291510560915]}"
422,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.46685274808195,22.60291510560915]}"
423,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.36148036525472,22.602645611023917]}"
424,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.36174985983993,22.602645611023917]}"
425,27,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3620193544252,22.602645611023917]}"
426,19,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3876213400226,22.602645611023917]}"
427,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.38789083460782,22.602645611023917]}"
428,12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3922027479716,22.602645611023917]}"
429,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.39247224255686,22.602645611023917]}"
430,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.39274173714207,22.602645611023917]}"
431,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40837242308575,22.602645611023917]}"
432,15,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40864191767102,22.602645611023917]}"
433,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.36094137608424,22.602376116438677]}"
434,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.36121087066951,22.602376116438677]}"
435,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.36148036525472,22.602376116438677]}"
436,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.36174985983993,22.602376116438677]}"
437,70,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3876213400226,22.602376116438677]}"
438,23,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.38789083460782,22.602376116438677]}"
